cluster,material,material_binary,X_Coord,Y_Coord
7,soil,soil,667087.0369,9238885.034
-1,soil,soil,,
4,pottery,non-soil,667066.8085,9238799.947
5,pottery,non-soil,667091.5706,9238794.39
7,soil,soil,667092.1396,9238883.486
6,pottery,non-soil,667062.3759,9238769.897
-1,soil,soil,,
4,pottery,non-soil,667095.5859,9238786.755
-1,pottery,non-soil,667283.6683,9238375.956
6,pottery,non-soil,667068.5564,9238771.798
4,pottery,non-soil,667072.8963,9238769.277
3,pottery,non-soil,667117.8892,9238909.859
5,pottery,non-soil,667063.5938,9238773.691
3,pottery,non-soil,667112.8652,9238860.673
3,pottery,non-soil,667120.052,9238886.459
4,pottery,non-soil,667063.6492,9238773.1
4,pottery,non-soil,667092.4863,9238790.632
5,pottery,non-soil,667063.9608,9238768.155
6,pottery,non-soil,667068.8353,9238771.256
5,pottery,non-soil,667071.9481,9238773.056
-1,slag,non-soil,666922.0439,9239284.639
6,pottery,non-soil,667069.3741,9238799.824
5,pottery,non-soil,667093.0579,9238786.083
6,pottery,non-soil,667094.1229,9238794.741
5,pottery,non-soil,667074.7316,9238767.517
4,pottery,non-soil,667068.81,9238768.438
5,pottery,non-soil,667074.1851,9238763.657
-1,slag,non-soil,666941.9067,9239237.388
3,pottery,non-soil,667029.2543,9238716.621
3,pottery,non-soil,667055.6398,9238777.234
6,pottery,non-soil,667074.3182,9238772.008
7,soil,soil,666947.8025,9238699.383
-1,pottery,non-soil,667029.2543,9238716.621
4,pottery,non-soil,667073.5155,9238770.927
4,pottery,non-soil,667072.8722,9238768.591
1,pottery,non-soil,667158.5792,9237928.342
6,pottery,non-soil,667064.7143,9238773.664
5,pottery,non-soil,667064.8234,9238768.947
5,pottery,non-soil,667073.9779,9238762.318
6,pottery,non-soil,667071.5108,9238769.37
5,pottery,non-soil,667069.131,9238772.199
5,pottery,non-soil,667073.538,9238760.37
6,pottery,non-soil,667094.7032,9238783.024
5,pottery,non-soil,667073.4981,9238765.626
1,pottery,non-soil,667129.1076,9237792.379
3,pottery,non-soil,667267.3403,9238282.283
6,pottery,non-soil,667094.8854,9238790.354
3,pottery,non-soil,667069.8185,9238802.903
6,pottery,non-soil,667102.7956,9238787.884
3,pottery,non-soil,667102.4063,9238875.378
-1,slag,non-soil,666925.6565,9239312.972
5,pottery,non-soil,667061.8203,9238770.023
-1,slag,non-soil,666928.5836,9239252.692
6,pottery,non-soil,667068.9696,9238769.545
-1,slag,non-soil,666946.342,9239267.606
4,pottery,non-soil,667074.1353,9238762.879
6,pottery,non-soil,667072.642,9238767.319
1,pottery,non-soil,667102.0869,9238898.543
5,pottery,non-soil,667071.7516,9238771.162
7,soil,soil,667085.8268,9238872.257
-1,soil,soil,666943.7062,9238699.314
5,pottery,non-soil,667044.2066,9238772.458
5,pottery,non-soil,667093.3832,9238790.333
3,pottery,non-soil,667332.1583,9238406.389
4,pottery,non-soil,667073.7902,9238768.069
5,pottery,non-soil,667074.0274,9238771.543
4,pottery,non-soil,667091.875,9238792.418
7,soil,soil,667093.8267,9238803.061
0,pottery,non-soil,667084.8282,9238876.328
5,pottery,non-soil,667063.6879,9238769.978
6,pottery,non-soil,667069.9587,9238771.843
6,pottery,non-soil,667073.682,9238762.539
3,pottery,non-soil,667315.1907,9238484.777
-1,pottery,non-soil,667049.3164,9238775.137
4,pottery,non-soil,667093.0862,9238790.097
6,pottery,non-soil,667072.5459,9238769.087
1,pottery,non-soil,667068.5121,9238764.793
2,pottery,non-soil,667103.6062,9238691.701
-1,soil,soil,,
3,pottery,non-soil,667092.2959,9238778.458
5,pottery,non-soil,667094.9129,9238783.358
3,pottery,non-soil,667198.4933,9238265.871
5,pottery,non-soil,667072.5788,9238767.968
3,pottery,non-soil,667084.48,9238784.056
5,pottery,non-soil,667070.9415,9238761.139
5,pottery,non-soil,667073.9669,9238760.817
6,pottery,non-soil,667072.6346,9238807.338
3,pottery,non-soil,667108.6749,9238865.019
-1,slag,non-soil,666969.9077,9239242.005
-1,slag,non-soil,666917.5385,9239320.49
5,pottery,non-soil,667062.9203,9238773.759
6,pottery,non-soil,667072.4689,9238768.425
5,pottery,non-soil,667092.2511,9238783.69
3,pottery,non-soil,667056.386,9238792.418
-1,slag,non-soil,666958.3123,9239286.507
7,metal,non-soil,667250.9866,9239159.668
6,pottery,non-soil,667068.2012,9238768.503
-1,soil,soil,666949.6162,9238698.433
6,pottery,non-soil,667074.533,9238771.955
5,pottery,non-soil,667072.3165,9238771.542
3,pottery,non-soil,667264.8045,9238471.09
4,pottery,non-soil,667073.8629,9238768.934
5,pottery,non-soil,667071.0711,9238806.956
6,pottery,non-soil,667059.8941,9238785.384
6,pottery,non-soil,667074.731,9238768.857
5,pottery,non-soil,667074.7701,9238772.675
6,pottery,non-soil,667072.1927,9238766.627
-1,soil,soil,,
5,pottery,non-soil,667092.5991,9238795.235
5,pottery,non-soil,667093.6631,9238787.916
5,pottery,non-soil,667066.1698,9238769.53
6,pottery,non-soil,667066.888,9238770.17
6,pottery,non-soil,667073.4888,9238767.574
1,pottery,non-soil,667097.5241,9238917.056
-1,slag,non-soil,666911.3104,9239316.168
6,pottery,non-soil,667067.6533,9238768.174
6,pottery,non-soil,667089.9263,9238786.51
0,pottery,non-soil,667357.9992,9238614.127
6,pottery,non-soil,667074.2261,9238771.17
3,pottery,non-soil,667084.48,9238784.056
5,pottery,non-soil,667070.6796,9238770.16
6,pottery,non-soil,667071.3194,9238773.294
5,pottery,non-soil,667074.1476,9238768.41
4,pottery,non-soil,667062.2407,9238772.634
2,pottery,non-soil,667072.2245,9238767.892
3,pottery,non-soil,666949.0663,9238700.49
5,pottery,non-soil,667071.7094,9238768.04
6,pottery,non-soil,667070.3728,9238802.429
6,pottery,non-soil,667069.4321,9238770.773
3,pottery,non-soil,667144.9356,9237881.931
3,pottery,non-soil,667092.1846,9238916.348
3,pottery,non-soil,667056.386,9238792.418
7,soil,soil,667094.5838,9238796.859
4,pottery,non-soil,667092.6613,9238793.861
-1,metal,non-soil,667264.8191,9239115.043
-1,slag,non-soil,666966.6082,9239274.231
-1,pottery,non-soil,667168.4317,9238133.031
5,pottery,non-soil,667095.2905,9238788.564
-1,soil,soil,666948.9401,9238701.097
7,soil,soil,667089.7064,9238880.185
-1,slag,non-soil,666942.0464,9239283.759
6,pottery,non-soil,667071.8983,9238802.72
5,pottery,non-soil,667090.355,9238787.538
3,pottery,non-soil,667089.0337,9238903.211
4,pottery,non-soil,667064.2045,9238770.107
-1,pottery,non-soil,667068.5702,9238768.186
3,pottery,non-soil,667094.1593,9238902.446
5,pottery,non-soil,667070.6186,9238800.781
-1,soil,soil,,
6,pottery,non-soil,667072.1125,9238770.755
6,pottery,non-soil,667092.8281,9238789.183
5,pottery,non-soil,667090.5831,9238788.679
1,pottery,non-soil,667121.739,9237903.63
3,pottery,non-soil,667068.5121,9238764.793
5,pottery,non-soil,667072.8481,9238768.483
6,pottery,non-soil,667071.7695,9238802.829
5,pottery,non-soil,667090.3838,9238795.981
3,pottery,non-soil,667089.5177,9238863.032
6,pottery,non-soil,667073.488,9238759.612
4,pottery,non-soil,667072.5048,9238760.245
7,soil,soil,666948.3526,9238699.118
6,pottery,non-soil,667089.13,9238789.208
6,pottery,non-soil,667092.6214,9238789.576
3,pottery,non-soil,667181.6728,9238166.066
3,pottery,non-soil,667061.5608,9238808.596
5,pottery,non-soil,667073.7879,9238761.003
6,pottery,non-soil,667067.4618,9238770.323
0,pottery,non-soil,667079.0157,9238861.335
7,soil,soil,667092.1774,9238802.89
6,pottery,non-soil,667093.3006,9238791.263
6,pottery,non-soil,667091.7654,9238785.457
6,pottery,non-soil,667064.7589,9238773.269
-1,soil,soil,,
6,pottery,non-soil,667073.7811,9238762.522
4,pottery,non-soil,667068.4807,9238769.924
6,pottery,non-soil,667074.0906,9238769.209
4,pottery,non-soil,667074.6125,9238770.24
6,pottery,non-soil,667090.2865,9238792.661
7,soil,soil,667091.8922,9238805.331
6,pottery,non-soil,667093.0081,9238783.645
5,pottery,non-soil,667089.8931,9238788.271
6,pottery,non-soil,667096.0083,9238793.477
5,soil,soil,667094.8358,9238787.961
3,pottery,non-soil,667318.2934,9238521.398
7,soil,soil,667096.3668,9238673.182
3,pottery,non-soil,667061.9444,9238779.016
1,pottery,non-soil,667094.0806,9238909.325
5,pottery,non-soil,667074.6606,9238770.027
5,pottery,non-soil,667069.1846,9238771.591
4,pottery,non-soil,667066.1901,9238768.534
7,soil,soil,667098.2284,9238876.424
6,pottery,non-soil,667070.3257,9238761.351
6,pottery,non-soil,667074.2864,9238771.516
7,soil,soil,667099.9995,9238876.741
3,pottery,non-soil,667067.684,9238808.603
6,pottery,non-soil,667093.927,9238784.563
3,pottery,non-soil,667088.8862,9238779.178
3,pottery,non-soil,667068.5121,9238764.793
5,pottery,non-soil,667094.1975,9238795.182
-1,pottery,non-soil,667275.6897,9238272.194
-1,soil,soil,,
6,pottery,non-soil,667092.8924,9238795.108
5,pottery,non-soil,667090.9563,9238784.603
0,pottery,non-soil,667425.4172,9238639.486
3,pottery,non-soil,667069.9581,9238810.119
6,pottery,non-soil,667070.3595,9238762.613
-1,soil,soil,,
4,pottery,non-soil,667091.731,9238795.545
4,pottery,non-soil,667062.2561,9238769.998
5,pottery,non-soil,667095.2813,9238790.588
6,pottery,non-soil,667071.5802,9238763.768
5,pottery,non-soil,667074.5727,9238765.113
7,soil,soil,667082.6808,9238873.855
7,soil,soil,666948.1939,9238701.067
5,pottery,non-soil,667047.9647,9238784.582
5,pottery,non-soil,667071.5899,9238764.124
6,pottery,non-soil,667074.9317,9238772.642
3,pottery,non-soil,667354.4378,9238475.999
4,pottery,non-soil,667090.508,9238786.909
-1,slag,non-soil,666919.7523,9239313.851
6,pottery,non-soil,667071.625,9238772.042
2,pottery,non-soil,667072.5931,9238769.744
6,pottery,non-soil,667073.5156,9238767.164
-1,pottery,non-soil,667092.6221,9238794.167
4,pottery,non-soil,667092.4147,9238788.227
5,pottery,non-soil,667073.2838,9238771.785
3,pottery,non-soil,667088.8128,9238859.777
-1,pottery,non-soil,667052.4453,9238777.021
4,pottery,non-soil,667093.4302,9238794.789
6,pottery,non-soil,667092.3849,9238788.207
5,pottery,non-soil,667102.5338,9238693.713
-1,pottery,non-soil,667044.745,9238783.555
-1,slag,non-soil,666941.581,9239240.846
-1,slag,non-soil,666927.442,9239265.77
5,pottery,non-soil,667064.9681,9238773.42
4,pottery,non-soil,667061.5789,9238810.442
6,pottery,non-soil,667091.4777,9238795.439
6,pottery,non-soil,667104.0829,9238686.105
1,pottery,non-soil,667128.861,9237836.604
4,pottery,non-soil,667090.8247,9238786.851
4,pottery,non-soil,667072.7766,9238763.84
6,pottery,non-soil,667071.3847,9238769.77
6,pottery,non-soil,667065.797,9238768.434
6,pottery,non-soil,667070.0485,9238761.054
-1,slag,non-soil,666953.6514,9239253.495
6,pottery,non-soil,667090.1887,9238789.037
5,pottery,non-soil,667064.2514,9238798.646
5,pottery,non-soil,667066.0555,9238773.517
7,soil,soil,666946.5364,9238700.867
-1,soil,soil,,
4,pottery,non-soil,667073.8077,9238769.347
3,pottery,non-soil,667176.8358,9237726.244
3,pottery,non-soil,667171.5876,9238116.51
3,pottery,non-soil,667369.2111,9238474.308
5,pottery,non-soil,667067.2393,9238772.724
6,pottery,non-soil,667088.1802,9238785.897
-1,slag,non-soil,666949.7759,9239298.774
5,pottery,non-soil,667089.931,9238791.496
-1,slag,non-soil,666934.4207,9239265.124
5,pottery,non-soil,667071.1119,9238803.12
-1,slag,non-soil,666945.4945,9239304.378
7,soil,soil,666945.917,9238700.62
6,pottery,non-soil,667062.6357,9238774.437
5,pottery,non-soil,667071.6033,9238769.535
5,pottery,non-soil,667071.7761,9238773.141
5,pottery,non-soil,667074.1995,9238767.935
5,pottery,non-soil,667068.5615,9238800.118
5,pottery,non-soil,667092.372,9238790.783
7,soil,soil,666946.8167,9238698.343
-1,soil,soil,667096.703,9238798.86
-1,pottery,non-soil,667049.3516,9238784.093
7,soil,soil,666949.6265,9238699.658
-1,slag,non-soil,666952.8218,9239319.291
4,pottery,non-soil,667089.7474,9238793.28
4,pottery,non-soil,667094.8731,9238793.471
6,pottery,non-soil,667064.2514,9238798.646
-1,pottery,non-soil,667264.4446,9238435.156
-1,pottery,non-soil,667301.2612,9238557.824
-1,soil,soil,,
4,pottery,non-soil,667090.1723,9238795.827
4,pottery,non-soil,667090.9792,9238785.131
6,pottery,non-soil,667088.8022,9238784.694
3,pottery,non-soil,667072.3914,9238767.86
-1,pottery,non-soil,667369.0946,9238484.409
-1,soil,soil,667067.0496,9238771.199
4,pottery,non-soil,667093.2711,9238794.455
3,pottery,non-soil,667293.6891,9238576.796
5,pottery,non-soil,667094.2969,9238783.809
3,pottery,non-soil,667298.1799,9238541.085
-1,metal,non-soil,667276.9276,9239114.064
0,pottery,non-soil,667084.48,9238784.056
6,pottery,non-soil,667072.9047,9238770.597
-1,slag,non-soil,666921.0289,9239317.365
6,pottery,non-soil,667070.8988,9238763.885
6,pottery,non-soil,667093.9276,9238791.487
5,pottery,non-soil,667074.576,9238772.183
5,pottery,non-soil,667063.579,9238773.724
4,pottery,non-soil,667073.2514,9238772.682
5,pottery,non-soil,667074.5988,9238768.576
3,pottery,non-soil,666943.869,9238701.957
6,pottery,non-soil,667074.8357,9238771.906
6,pottery,non-soil,667067.4297,9238768.938
3,pottery,non-soil,667098.1405,9238857.877
-1,soil,soil,,
3,pottery,non-soil,667166.3016,9237993.647
3,pottery,non-soil,667177.3522,9237754.72
-1,slag,non-soil,666923.6228,9239318.189
6,pottery,non-soil,667093.3858,9238792.241
4,pottery,non-soil,667069.4524,9238768.772
-1,pottery,non-soil,667056.386,9238792.418
1,pottery,non-soil,667178.2595,9238174.023
4,pottery,non-soil,667072.1548,9238772.71
3,pottery,non-soil,667361.6651,9238481.936
6,pottery,non-soil,667070.4582,9238768.57
6,pottery,non-soil,667092.6533,9238789.968
4,pottery,non-soil,667074.5375,9238768.12
4,pottery,non-soil,667091.894,9238783.645
-1,slag,non-soil,666947.4593,9239270.646
3,pottery,non-soil,667105.104,9238860.111
6,pottery,non-soil,667089.7184,9238785.55
7,soil,soil,666947.1335,9238698.759
3,pottery,non-soil,667082.6312,9238859.537
4,pottery,non-soil,667070.3921,9238762.781
3,pottery,non-soil,667150.6776,9237804.558
-1,slag,non-soil,666967.832,9239292.45
6,pottery,non-soil,667094.5945,9238793.273
7,soil,soil,667083.2768,9238875.648
7,soil,soil,667254.2187,9239134.32
6,pottery,non-soil,667072.1215,9238765.086
4,pottery,non-soil,667093.5052,9238792.849
5,pottery,non-soil,667094.1008,9238792.08
6,pottery,non-soil,667089.8597,9238785.936
5,pottery,non-soil,667068.4719,9238768.191
3,pottery,non-soil,667312.2647,9238533.544
6,pottery,non-soil,667095.3385,9238792.582
5,pottery,non-soil,667095.7983,9238783.679
4,pottery,non-soil,667073.3153,9238768.775
6,pottery,non-soil,667093.3838,9238786.862
5,pottery,non-soil,667073.787,9238771.925
4,pottery,non-soil,667089.4124,9238792.413
6,pottery,non-soil,667071.7386,9238771.018
6,pottery,non-soil,667071.7389,9238764.413
3,pottery,non-soil,667092.4031,9238780.22
3,pottery,non-soil,667029.2543,9238716.621
3,pottery,non-soil,667088.5161,9238923.969
5,pottery,non-soil,667070.3522,9238761.448
6,pottery,non-soil,667074.0602,9238770.899
5,pottery,non-soil,667092.0051,9238783.275
4,pottery,non-soil,667073.2528,9238768.905
5,pottery,non-soil,667092.6744,9238793.248
7,soil,soil,667085.6975,9238877.911
3,pottery,non-soil,667113.6025,9238889.16
3,pottery,non-soil,667197.4288,9238099.152
6,pottery,non-soil,667062.5287,9238769.99
6,pottery,non-soil,667091.827,9238795.61
5,pottery,non-soil,667073.012,9238766.63
-1,pottery,non-soil,667074.1119,9238764.122
-1,pottery,non-soil,667328.1756,9238572.766
5,pottery,non-soil,667074.1707,9238762.571
5,pottery,non-soil,667072.5258,9238769.799
5,pottery,non-soil,667067.1249,9238800.612
3,pottery,non-soil,667163.1267,9237935.495
6,pottery,non-soil,667066.7646,9238770.299
7,soil,soil,666944.9352,9238698.594
2,pottery,non-soil,667112.0845,9238692.344
5,pottery,non-soil,667091.8194,9238787.955
5,pottery,non-soil,667062.8635,9238768.973
5,pottery,non-soil,667071.7655,9238761.111
3,pottery,non-soil,667356.5224,9238624.435
6,pottery,non-soil,667041.3117,9238764.557
5,pottery,non-soil,667064.0291,9238773.072
2,soil,soil,667069.1213,9238770.037
5,pottery,non-soil,667089.332,9238786.503
5,pottery,non-soil,667070.8262,9238769.678
6,pottery,non-soil,667067.6034,9238799.187
5,pottery,non-soil,667071.8381,9238760.167
6,pottery,non-soil,667071.7106,9238769.045
3,pottery,non-soil,667095.4301,9238856.72
-1,slag,non-soil,666917.2486,9239286.19
3,pottery,non-soil,667094.0546,9238872.977
3,pottery,non-soil,667185.4174,9237782.642
3,pottery,non-soil,667089.3844,9238924.02
3,pottery,non-soil,667209.6299,9238139.235
-1,pottery,non-soil,667090.3036,9238783.42
5,pottery,non-soil,667074.3022,9238764.357
6,pottery,non-soil,667109.5483,9238688.963
0,pottery,non-soil,667029.2543,9238716.621
6,pottery,non-soil,667074.1645,9238768.117
7,soil,soil,666945.0823,9238701.316
6,pottery,non-soil,667073.5978,9238763.073
3,pottery,non-soil,667091.8605,9238897.18
3,pottery,non-soil,667293.307,9238293.408
-1,slag,non-soil,666955.3005,9239279.543
6,pottery,non-soil,667066.0126,9238772.295
3,pottery,non-soil,667097.3743,9238865.388
-1,soil,soil,,
5,pottery,non-soil,667092.8955,9238785.271
3,pottery,non-soil,667433.7253,9238733.294
3,pottery,non-soil,667255.0462,9238261.227
5,pottery,non-soil,667073.6932,9238761.952
-1,pottery,non-soil,667061.8713,9238769.593
6,pottery,non-soil,667098.0928,9238788.598
6,pottery,non-soil,667073.7284,9238766.941
3,pottery,non-soil,667227.4444,9238208.323
5,pottery,non-soil,667068.0774,9238800.561
5,pottery,non-soil,667063.1026,9238769.23
3,pottery,non-soil,667267.8165,9238274.667
5,pottery,non-soil,667072.1234,9238766.407
3,pottery,non-soil,667128.507,9237756.48
5,pottery,non-soil,667073.1635,9238766.904
6,pottery,non-soil,667071.4614,9238771.751
7,slag,non-soil,666966.2384,9239304.837
-1,soil,soil,667074.2122,9238764.048
4,pottery,non-soil,667090.9103,9238791.465
5,pottery,non-soil,667067.9436,9238768.888
3,pottery,non-soil,667230.1311,9238195.932
6,pottery,non-soil,667072.55,9238772.751
6,pottery,non-soil,667089.8685,9238794.547
-1,slag,non-soil,666951.5894,9239286.993
5,pottery,non-soil,667092.7246,9238792.602
5,pottery,non-soil,667068.2657,9238799.969
5,pottery,non-soil,667074.5905,9238764.725
0,pottery,non-soil,667101.5977,9238922.837
2,soil,soil,667092.5781,9238789.364
-1,slag,non-soil,666943.8803,9239239.806
5,pottery,non-soil,667063.0711,9238772.617
-1,pottery,non-soil,667101.6645,9238695.097
7,soil,soil,666945.1468,9238700.024
6,pottery,non-soil,667092.2711,9238793.63
3,pottery,non-soil,667098.3833,9238863.896
4,pottery,non-soil,667093.5557,9238787.15
2,pottery,non-soil,667095.2532,9238784.706
7,soil,soil,667095.6838,9238804.454
6,pottery,non-soil,667090.9313,9238793.072
6,pottery,non-soil,667073.2399,9238768.924
5,pottery,non-soil,667096.4218,9238785.596
4,pottery,non-soil,667091.0595,9238795.406
5,pottery,non-soil,667073.821,9238771.219
6,pottery,non-soil,667088.5631,9238787.76
5,pottery,non-soil,667070.0332,9238771.151
5,soil,soil,667066.8447,9238768.58
3,pottery,non-soil,667164.638,9237809.06
5,pottery,non-soil,667090.6319,9238795.355
5,pottery,non-soil,667068.6054,9238769.558
5,pottery,non-soil,667072.6371,9238768.914
6,pottery,non-soil,667096.5058,9238794.588
7,soil,soil,667091.7873,9238796.954
3,pottery,non-soil,667151.1241,9238093.991
6,pottery,non-soil,667089.5321,9238785.511
6,pottery,non-soil,667072.4925,9238762.309
4,pottery,non-soil,667094.4214,9238784.091
-1,slag,non-soil,666966.2139,9239298.612
4,pottery,non-soil,667065.7244,9238769.65
7,slag,non-soil,666911.887,9239302.506
6,pottery,non-soil,667046.0917,9238778.503
5,pottery,non-soil,667094.5713,9238784.212
3,pottery,non-soil,667121.1733,9237941.381
2,soil,soil,667093.5201,9238791.252
-1,pottery,non-soil,667094.9347,9238780.942
6,pottery,non-soil,667073.6153,9238770.765
4,pottery,non-soil,667096.034,9238785.822
-1,slag,non-soil,666935.3258,9239289.768
5,pottery,non-soil,667072.2727,9238773.067
5,pottery,non-soil,667064.9963,9238772.015
3,pottery,non-soil,667354.4133,9238513.039
3,pottery,non-soil,667029.2543,9238716.621
6,pottery,non-soil,667066.9842,9238769.648
0,pottery,non-soil,667097.7611,9238860.153
5,pottery,non-soil,667090.2092,9238795.149
1,pottery,non-soil,667299.5984,9238393.395
5,pottery,non-soil,667072.5354,9238768.067
7,soil,soil,666944.4186,9238702.06
5,pottery,non-soil,667105.0254,9238689.158
4,pottery,non-soil,667071.1976,9238770.935
3,pottery,non-soil,667355.1032,9238544.282
4,pottery,non-soil,667088.4708,9238787.329
3,pottery,non-soil,667424.4367,9238612.156
4,pottery,non-soil,667063.5608,9238769.291
-1,slag,non-soil,666967.9266,9239276.224
-1,slag,non-soil,666925.8019,9239307.514
6,pottery,non-soil,667092.8746,9238789.404
6,pottery,non-soil,667073.8225,9238772.613
6,pottery,non-soil,667089.7108,9238783.843
7,soil,soil,667103.3695,9238870.932
3,pottery,non-soil,667082.712,9238858.223
5,pottery,non-soil,667063.0518,9238768.616
6,pottery,non-soil,667093.2841,9238794.266
4,pottery,non-soil,667093.0137,9238784.215
-1,soil,soil,667091.9389,9238797.959
5,pottery,non-soil,667073.1571,9238765.878
5,pottery,non-soil,667090.5926,9238788.142
6,pottery,non-soil,667072.27,9238769.65
6,pottery,non-soil,667089.6254,9238789.723
3,pottery,non-soil,667029.2543,9238716.621
5,soil,soil,667062.2965,9238773.024
4,pottery,non-soil,667067.2474,9238773.519
6,pottery,non-soil,667067.2564,9238799.559
5,pottery,non-soil,667072.0195,9238768.289
4,pottery,non-soil,667071.1165,9238805.432
3,pottery,non-soil,667074.4736,9238766.254
5,pottery,non-soil,667090.1175,9238786.43
-1,slag,non-soil,666931.8976,9239284.464
5,pottery,non-soil,667092.4647,9238795.693
6,pottery,non-soil,667095.8509,9238791.349
-1,pottery,non-soil,667102.7779,9238698.963
-1,soil,soil,667074.2081,9238769.129
3,pottery,non-soil,667208.2808,9238281.326
6,pottery,non-soil,667072.3752,9238768.062
6,pottery,non-soil,667073.5862,9238769.223
6,pottery,non-soil,667070.2376,9238799.015
4,pottery,non-soil,667071.7211,9238768.47
3,pottery,non-soil,667214.3315,9238257.68
4,pottery,non-soil,667070.2543,9238773.141
5,pottery,non-soil,667091.426,9238787.494
5,pottery,non-soil,667092.7951,9238790.345
6,pottery,non-soil,667075.0924,9238772.823
1,pottery,non-soil,667252.5892,9238270.324
4,pottery,non-soil,667072.47,9238771.973
4,pottery,non-soil,667074.1228,9238762.99
5,pottery,non-soil,667070.6512,9238812.588
6,pottery,non-soil,667069.0906,9238801.734
-1,slag,non-soil,666968.449,9239306.029
-1,slag,non-soil,666914.8287,9239273.211
3,pottery,non-soil,667029.2543,9238716.621
-1,slag,non-soil,666971.1889,9239250.168
3,pottery,non-soil,667061.9444,9238779.016
-1,metal,non-soil,667251.6932,9239129.035
3,pottery,non-soil,667457.019,9238691.554
6,pottery,non-soil,667091.08,9238793.662
6,pottery,non-soil,667092.2574,9238792.35
5,pottery,non-soil,667073.1296,9238772.823
3,pottery,non-soil,667289.8312,9238461.122
4,pottery,non-soil,667067.6481,9238799.671
-1,slag,non-soil,666928.9863,9239263.507
3,pottery,non-soil,667061.7992,9238806.634
3,pottery,non-soil,667100.8939,9238921.518
5,pottery,non-soil,667069.4885,9238800.338
5,pottery,non-soil,667089.6883,9238788.283
3,pottery,non-soil,667094.5129,9238866.847
-1,soil,soil,,
4,pottery,non-soil,667090.7591,9238790.643
4,pottery,non-soil,667091.1385,9238794.833
5,pottery,non-soil,667071.5494,9238769.873
3,pottery,non-soil,667029.2543,9238716.621
5,pottery,non-soil,667067.4,9238804.989
5,soil,soil,667091.55,9238789.629
5,pottery,non-soil,667073.3835,9238761.528
6,pottery,non-soil,667073.864,9238763.761
2,pottery,non-soil,667090.8984,9238788.282
4,pottery,non-soil,667074.167,9238768.144
3,pottery,non-soil,667029.2543,9238716.621
3,pottery,non-soil,666944.721,9238701.897
5,pottery,non-soil,667069.4115,9238772.024
5,pottery,non-soil,667070.4892,9238761.32
4,pottery,non-soil,667071.3701,9238802.277
3,pottery,non-soil,667067.4849,9238809.199
5,pottery,non-soil,667089.4419,9238789.8
6,pottery,non-soil,667072.7911,9238772.285
5,pottery,non-soil,667067.4535,9238773.938
2,pottery,non-soil,667071.6789,9238771.405
3,pottery,non-soil,667084.48,9238784.056
5,pottery,non-soil,667072.483,9238770.076
4,pottery,non-soil,667075.3643,9238772.724
2,pottery,non-soil,667072.6546,9238769.595
-1,pottery,non-soil,667075.052,9238768.754
4,pottery,non-soil,667091.6884,9238790.395
-1,slag,non-soil,666944.0051,9239300.387
2,soil,soil,667073.9023,9238772.454
6,pottery,non-soil,667092.3154,9238783.445
5,pottery,non-soil,667104.2396,9238698.986
3,pottery,non-soil,667102.4732,9238894.404
4,pottery,non-soil,667069.4572,9238799.042
3,pottery,non-soil,666944.8347,9238698.28
5,pottery,non-soil,667093.0521,9238790.18
1,pottery,non-soil,667332.8474,9238512.131
6,pottery,non-soil,667091.011,9238792.971
5,pottery,non-soil,667065.6449,9238772.166
4,pottery,non-soil,667073.8097,9238763.819
6,pottery,non-soil,667090.3048,9238789.115
3,pottery,non-soil,667092.968,9238923.552
6,pottery,non-soil,667070.3482,9238759.953
6,pottery,non-soil,667071.313,9238815.046
6,slag,non-soil,667107.5164,9238694.153
6,pottery,non-soil,667094.6407,9238793.525
6,pottery,non-soil,667088.1039,9238784.979
6,pottery,non-soil,667072.5203,9238760.904
5,pottery,non-soil,667063.9581,9238770.081
6,pottery,non-soil,667071.4862,9238768.982
5,pottery,non-soil,667072.3938,9238771.954
-1,pottery,non-soil,667073.9053,9238765.901
-1,slag,non-soil,666937.3661,9239261.699
3,pottery,non-soil,667293.8073,9238529.572
0,pottery,non-soil,667127.8844,9237997.381
5,pottery,non-soil,667070.6935,9238802.221
2,pottery,non-soil,667053.6507,9238776.285
3,pottery,non-soil,667280.1944,9238390.2
6,pottery,non-soil,667097.8795,9238787.826
6,pottery,non-soil,667070.8967,9238772.256
4,pottery,non-soil,667072.9764,9238770.517
3,pottery,non-soil,667366.3722,9238656.696
-1,slag,non-soil,666958.4329,9239278.057
3,pottery,non-soil,667382.7085,9238676.906
3,pottery,non-soil,667147.9499,9238096.183
4,pottery,non-soil,667064.6317,9238809.395
6,pottery,non-soil,667090.7977,9238791.258
7,soil,soil,666948.8299,9238702.0
5,pottery,non-soil,667070.5644,9238770.21
4,pottery,non-soil,667069.4948,9238772.735
-1,metal,non-soil,667246.5427,9239158.494
5,pottery,non-soil,667071.1772,9238763.089
3,pottery,non-soil,667295.3304,9238487.528
6,pottery,non-soil,667094.629,9238783.611
4,pottery,non-soil,667073.8001,9238770.209
6,pottery,non-soil,667071.841,9238771.001
7,soil,soil,666948.2664,9238702.583
-1,slag,non-soil,666912.9215,9239304.654
5,pottery,non-soil,667068.2879,9238806.737
-1,slag,non-soil,666936.3998,9239309.025
4,pottery,non-soil,667070.5909,9238763.261
5,pottery,non-soil,667093.8814,9238787.612
-1,metal,non-soil,667279.7339,9239146.523
6,pottery,non-soil,667072.8196,9238764.17
